po_id,supplier_id,order_date,promised_delivery_date,actual_delivery_date,status,product_category,quantity,unit_cost,total_po_value,buyer_region,payment_terms_days,supplier_name,tier,supplier_region,promised_lead_time,actual_lead_time,days_delayed,is_delayed,is_on_time,delay_cost,order_month
PO-2023-000128,SUP-013,2023-08-02,2023-08-18,2023-08-18,Delivered,MRO,136,408.95,55617.2,EMEA,30,Delacruz Group,Tier 2,APAC,16,16.0,0.0,False,True,0.0,2023-08
PO-2023-000129,SUP-012,2023-01-28,2023-02-13,2023-02-18,Delivered,Logistics Services,352,62.27,21919.04,North America,30,Stanley LLC,Tier 2,EMEA,16,21.0,5.0,True,False,219.19,2023-01
PO-2024-000130,SUP-014,2024-10-24,2024-11-13,2024-11-13,Delivered,Electronics,85,490.51,41693.35,EMEA,60,"Flowers, Martin and Kelly",Tier 2,EMEA,20,20.0,0.0,False,True,0.0,2024-10
PO-2023-000131,SUP-011,2023-06-24,2023-07-08,2023-07-12,Delivered,Raw Materials,358,92.3,33043.4,APAC,30,"Montgomery, Hensley and Ray",Tier 2,EMEA,14,18.0,4.0,True,False,264.35,2023-06
PO-2023-000132,SUP-022,2023-12-17,2024-01-13,2024-01-13,Delivered,MRO,21,260.65,5473.65,North America,30,Burgess-Patterson,Tier 3,APAC,27,27.0,0.0,False,True,0.0,2023-12
PO-2023-000133,SUP-020,2023-08-13,2023-09-12,2023-09-17,Delivered,Logistics Services,190,179.9,34181.0,APAC,60,Lewis-Porter,Tier 3,North America,30,35.0,5.0,True,False,341.81,2023-08
PO-2024-000134,SUP-025,2024-10-17,2024-11-13,2024-11-13,Delivered,Electronics,214,248.17,53108.38,EMEA,60,Conner Group,Tier 3,EMEA,27,27.0,0.0,False,True,0.0,2024-10
PO-2024-000135,SUP-014,2024-10-03,2024-10-15,2024-10-17,Delivered,Electronics,259,5.26,1362.34,North America,60,"Flowers, Martin and Kelly",Tier 2,EMEA,12,14.0,2.0,True,False,5.45,2024-10
PO-2023-000136,SUP-011,2023-08-25,2023-09-16,2023-09-26,Delivered,MRO,41,412.45,16910.45,North America,30,"Montgomery, Hensley and Ray",Tier 2,EMEA,22,32.0,10.0,True,False,338.21,2023-08
PO-2023-000137,SUP-015,2023-10-24,2023-11-13,2023-11-13,Delivered,Raw Materials,203,254.57,51677.71,North America,30,"Zuniga, Wong and Lynch",Tier 2,APAC,20,20.0,0.0,False,True,0.0,2023-10
PO-2023-000138,SUP-005,2023-10-16,2023-10-21,2023-10-21,Delivered,Logistics Services,117,47.56,5564.52,North America,60,Cole LLC,Tier 1,APAC,5,5.0,0.0,False,True,0.0,2023-10
PO-2023-000139,SUP-004,2023-02-12,2023-02-20,2023-02-20,Delivered,MRO,205,227.12,46559.6,APAC,60,"Johnson, Gonzalez and Santos",Tier 1,North America,8,8.0,0.0,False,True,0.0,2023-02
PO-2024-000140,SUP-002,2024-09-03,2024-09-07,2024-09-07,Delivered,Packaging,473,368.69,174390.37,North America,60,Rhodes PLC,Tier 1,EMEA,4,4.0,0.0,False,True,0.0,2024-09
PO-2024-000141,SUP-003,2024-08-02,2024-08-12,,Cancelled,Logistics Services,269,302.77,81445.13,North America,30,Johnson-Davis,Tier 1,North America,10,,,False,False,0.0,2024-08
PO-2023-000142,SUP-022,2023-10-21,2023-11-10,2023-11-10,Delivered,Packaging,87,138.99,12092.13,EMEA,30,Burgess-Patterson,Tier 3,APAC,20,20.0,0.0,False,True,0.0,2023-10
PO-2024-000143,SUP-020,2024-01-30,2024-02-13,2024-02-14,Delivered,Logistics Services,114,447.78,51046.92,APAC,60,Lewis-Porter,Tier 3,North America,14,15.0,1.0,True,False,102.09,2024-01
PO-2023-000144,SUP-020,2023-03-08,2023-04-06,2023-04-13,Delivered,Raw Materials,176,294.96,51912.96,North America,60,Lewis-Porter,Tier 3,North America,29,36.0,7.0,True,False,726.78,2023-03
PO-2024-000145,SUP-004,2024-09-16,2024-09-20,2024-09-20,Delivered,Packaging,58,71.67,4156.86,EMEA,60,"Johnson, Gonzalez and Santos",Tier 1,North America,4,4.0,0.0,False,True,0.0,2024-09
PO-2023-000146,SUP-017,2023-06-21,2023-07-16,2023-07-16,Delivered,Logistics Services,37,106.67,3946.79,North America,60,"Hawkins, Cohen and Cameron",Tier 2,APAC,25,25.0,0.0,False,True,0.0,2023-06
PO-2023-000147,SUP-017,2023-03-17,2023-03-21,2023-03-24,Delivered,Logistics Services,427,378.36,161559.72,North America,60,"Hawkins, Cohen and Cameron",Tier 2,APAC,4,7.0,3.0,True,False,969.36,2023-03
PO-2023-000148,SUP-019,2023-11-06,2023-12-01,2023-12-01,Delivered,Electronics,31,290.55,9007.05,APAC,45,Clark PLC,Tier 3,EMEA,25,25.0,0.0,False,True,0.0,2023-11
PO-2023-000149,SUP-019,2023-08-17,2023-09-07,2023-09-07,Delivered,Electronics,254,68.39,17371.06,APAC,45,Clark PLC,Tier 3,EMEA,21,21.0,0.0,False,True,0.0,2023-08
PO-2024-000150,SUP-010,2024-07-12,2024-07-20,2024-07-20,Delivered,MRO,434,218.6,94872.4,APAC,45,"Martinez, Nielsen and Miller",Tier 2,APAC,8,8.0,0.0,False,True,0.0,2024-07
PO-2023-000151,SUP-024,2023-10-02,2023-10-10,2023-10-10,Delivered,Logistics Services,198,331.08,65553.84,EMEA,30,Campos Inc,Tier 3,EMEA,8,8.0,0.0,False,True,0.0,2023-10
PO-2023-000152,SUP-005,2023-08-31,2023-09-06,2023-09-06,Delivered,Logistics Services,255,197.6,50388.0,APAC,60,Cole LLC,Tier 1,APAC,6,6.0,0.0,False,True,0.0,2023-08
PO-2024-000153,SUP-020,2024-06-12,2024-07-02,2024-07-02,Delivered,Packaging,98,336.13,32940.74,APAC,60,Lewis-Porter,Tier 3,North America,20,20.0,0.0,False,True,0.0,2024-06
PO-2023-000154,SUP-021,2023-03-14,2023-03-30,,Cancelled,Logistics Services,462,24.08,11124.96,North America,45,"Ellis, Baker and Wright",Tier 3,APAC,16,,,False,False,0.0,2023-03
PO-2023-000155,SUP-006,2023-08-23,2023-08-26,2023-08-26,Delivered,Packaging,374,7.71,2883.54,APAC,30,Blake and Sons,Tier 2,APAC,3,3.0,0.0,False,True,0.0,2023-08
PO-2024-000156,SUP-002,2024-11-22,2024-11-30,2024-11-30,Delivered,Packaging,192,388.58,74607.36,North America,60,Rhodes PLC,Tier 1,EMEA,8,8.0,0.0,False,True,0.0,2024-11
PO-2023-000157,SUP-023,2023-02-23,2023-03-10,2023-03-10,Delivered,Raw Materials,482,439.68,211925.76,EMEA,30,Robinson-Bright,Tier 3,APAC,15,15.0,0.0,False,True,0.0,2023-02
PO-2023-000158,SUP-014,2023-12-20,2024-01-01,2024-01-01,Delivered,Electronics,246,215.36,52978.56,North America,60,"Flowers, Martin and Kelly",Tier 2,EMEA,12,12.0,0.0,False,True,0.0,2023-12
PO-2024-000159,SUP-024,2024-09-08,2024-09-23,2024-09-23,Delivered,Logistics Services,399,437.8,174682.2,EMEA,30,Campos Inc,Tier 3,EMEA,15,15.0,0.0,False,True,0.0,2024-09
PO-2023-000160,SUP-017,2023-10-31,2023-11-10,2023-11-10,Delivered,Logistics Services,348,311.26,108318.48,APAC,60,"Hawkins, Cohen and Cameron",Tier 2,APAC,10,10.0,0.0,False,True,0.0,2023-10
PO-2024-000161,SUP-020,2024-10-14,2024-11-03,2024-11-03,Delivered,Logistics Services,115,52.92,6085.8,North America,60,Lewis-Porter,Tier 3,North America,20,20.0,0.0,False,True,0.0,2024-10
PO-2023-000162,SUP-025,2023-10-18,2023-11-11,2023-11-11,Delivered,Electronics,487,318.95,155328.65,EMEA,60,Conner Group,Tier 3,EMEA,24,24.0,0.0,False,True,0.0,2023-10
PO-2023-000163,SUP-019,2023-05-24,2023-06-05,2023-06-13,Delivered,Electronics,109,154.37,16826.33,APAC,45,Clark PLC,Tier 3,EMEA,12,20.0,8.0,True,False,269.22,2023-05
PO-2024-000164,SUP-017,2024-10-17,2024-10-24,2024-10-25,Delivered,MRO,419,82.1,34399.9,EMEA,60,"Hawkins, Cohen and Cameron",Tier 2,APAC,7,8.0,1.0,True,False,68.8,2024-10
PO-2023-000165,SUP-018,2023-10-06,2023-10-23,2023-10-23,Delivered,Raw Materials,151,98.73,14908.23,North America,45,Underwood LLC,Tier 3,North America,17,17.0,0.0,False,True,0.0,2023-10
PO-2024-000166,SUP-011,2024-04-16,2024-05-04,2024-05-04,Delivered,Raw Materials,434,421.87,183091.58,APAC,30,"Montgomery, Hensley and Ray",Tier 2,EMEA,18,18.0,0.0,False,True,0.0,2024-04
PO-2023-000167,SUP-019,2023-07-30,2023-08-21,2023-08-21,Delivered,Electronics,277,353.89,98027.53,APAC,45,Clark PLC,Tier 3,EMEA,22,22.0,0.0,False,True,0.0,2023-07
PO-2023-000168,SUP-011,2023-07-15,2023-07-29,2023-08-04,Delivered,Logistics Services,288,225.81,65033.28,North America,30,"Montgomery, Hensley and Ray",Tier 2,EMEA,14,20.0,6.0,True,False,780.4,2023-07
PO-2023-000169,SUP-005,2023-08-09,2023-08-12,2023-08-12,Delivered,Electronics,87,260.3,22646.1,North America,60,Cole LLC,Tier 1,APAC,3,3.0,0.0,False,True,0.0,2023-08
PO-2023-000170,SUP-023,2023-02-04,2023-02-23,2023-02-26,Delivered,Logistics Services,288,456.66,131518.08,North America,30,Robinson-Bright,Tier 3,APAC,19,22.0,3.0,True,False,789.11,2023-02
PO-2024-000171,SUP-025,2024-07-14,2024-08-21,2024-08-21,Delivered,Electronics,72,49.84,3588.48,EMEA,60,Conner Group,Tier 3,EMEA,38,38.0,0.0,False,True,0.0,2024-07
PO-2024-000172,SUP-019,2024-10-23,2024-11-13,2024-11-13,Delivered,Electronics,217,163.76,35535.92,North America,45,Clark PLC,Tier 3,EMEA,21,21.0,0.0,False,True,0.0,2024-10
PO-2024-000173,SUP-002,2024-07-19,2024-07-27,2024-07-27,Delivered,Packaging,122,98.01,11957.22,EMEA,60,Rhodes PLC,Tier 1,EMEA,8,8.0,0.0,False,True,0.0,2024-07
PO-2023-000174,SUP-015,2023-01-23,2023-02-03,2023-02-03,Delivered,Raw Materials,259,241.58,62569.22,APAC,30,"Zuniga, Wong and Lynch",Tier 2,APAC,11,11.0,0.0,False,True,0.0,2023-01
PO-2023-000175,SUP-015,2023-06-18,2023-07-01,2023-07-01,Delivered,Raw Materials,121,237.16,28696.36,APAC,30,"Zuniga, Wong and Lynch",Tier 2,APAC,13,13.0,0.0,False,True,0.0,2023-06
PO-2024-000176,SUP-001,2024-07-14,2024-07-20,2024-07-20,Delivered,Raw Materials,412,320.78,132161.36,EMEA,45,"Rodriguez, Figueroa and Sanchez",Tier 1,North America,6,6.0,0.0,False,True,0.0,2024-07
PO-2024-000177,SUP-021,2024-04-08,2024-05-06,2024-05-06,Delivered,Packaging,303,407.0,123321.0,EMEA,45,"Ellis, Baker and Wright",Tier 3,APAC,28,28.0,0.0,False,True,0.0,2024-04
PO-2024-000178,SUP-018,2024-01-08,2024-01-14,2024-01-18,Delivered,Raw Materials,193,374.9,72355.7,EMEA,45,Underwood LLC,Tier 3,North America,6,10.0,4.0,True,False,578.85,2024-01
PO-2023-000179,SUP-009,2023-03-19,2023-03-25,2023-03-25,Delivered,Raw Materials,203,267.05,54211.15,North America,45,Munoz-Roman,Tier 2,APAC,6,6.0,0.0,False,True,0.0,2023-03
PO-2024-000180,SUP-012,2024-08-08,2024-08-26,2024-08-29,Delivered,MRO,200,157.62,31524.0,North America,30,Stanley LLC,Tier 2,EMEA,18,21.0,3.0,True,False,189.14,2024-08
PO-2024-000181,SUP-005,2024-05-08,2024-05-14,2024-05-14,Delivered,Logistics Services,294,408.46,120087.24,North America,60,Cole LLC,Tier 1,APAC,6,6.0,0.0,False,True,0.0,2024-05
PO-2023-000182,SUP-025,2023-08-26,2023-09-18,2023-09-18,Delivered,Electronics,186,124.26,23112.36,North America,60,Conner Group,Tier 3,EMEA,23,23.0,0.0,False,True,0.0,2023-08
PO-2023-000183,SUP-001,2023-09-13,2023-09-21,2023-09-21,Delivered,Raw Materials,74,121.82,9014.68,EMEA,45,"Rodriguez, Figueroa and Sanchez",Tier 1,North America,8,8.0,0.0,False,True,0.0,2023-09
PO-2024-000184,SUP-010,2024-03-26,2024-03-30,2024-03-30,Delivered,Packaging,226,454.76,102775.76,APAC,45,"Martinez, Nielsen and Miller",Tier 2,APAC,4,4.0,0.0,False,True,0.0,2024-03
PO-2023-000185,SUP-012,2023-02-26,2023-03-11,2023-03-11,Delivered,Packaging,251,286.24,71846.24,APAC,30,Stanley LLC,Tier 2,EMEA,13,13.0,0.0,False,True,0.0,2023-02
PO-2024-000186,SUP-013,2024-05-14,2024-05-31,2024-05-31,Delivered,MRO,120,437.09,52450.8,North America,30,Delacruz Group,Tier 2,APAC,17,17.0,0.0,False,True,0.0,2024-05
PO-2024-000187,SUP-003,2024-06-08,2024-06-17,2024-06-17,Delivered,Logistics Services,141,280.72,39581.52,North America,30,Johnson-Davis,Tier 1,North America,9,9.0,0.0,False,True,0.0,2024-06
PO-2024-000188,SUP-024,2024-06-06,2024-06-22,2024-06-22,Delivered,Logistics Services,38,342.26,13005.88,North America,30,Campos Inc,Tier 3,EMEA,16,16.0,0.0,False,True,0.0,2024-06
PO-2024-000189,SUP-007,2024-11-16,2024-11-28,2024-11-28,Delivered,Packaging,139,408.16,56734.24,EMEA,45,Ramirez-Lewis,Tier 2,APAC,12,12.0,0.0,False,True,0.0,2024-11
PO-2024-000190,SUP-012,2024-01-29,2024-02-15,2024-02-15,Delivered,MRO,139,389.02,54073.78,APAC,30,Stanley LLC,Tier 2,EMEA,17,17.0,0.0,False,True,0.0,2024-01
PO-2024-000191,SUP-004,2024-08-11,2024-08-18,2024-08-18,Delivered,Packaging,114,24.13,2750.82,APAC,60,"Johnson, Gonzalez and Santos",Tier 1,North America,7,7.0,0.0,False,True,0.0,2024-08
PO-2024-000192,SUP-004,2024-06-21,2024-06-27,2024-06-27,Delivered,Packaging,53,98.47,5218.91,EMEA,60,"Johnson, Gonzalez and Santos",Tier 1,North America,6,6.0,0.0,False,True,0.0,2024-06
PO-2024-000193,SUP-020,2024-06-02,2024-06-21,2024-06-21,Delivered,Electronics,432,208.86,90227.52,North America,60,Lewis-Porter,Tier 3,North America,19,19.0,0.0,False,True,0.0,2024-06
PO-2024-000194,SUP-004,2024-05-25,2024-05-31,2024-05-31,Delivered,Packaging,74,96.76,7160.24,North America,60,"Johnson, Gonzalez and Santos",Tier 1,North America,6,6.0,0.0,False,True,0.0,2024-05
PO-2024-000195,SUP-017,2024-07-11,2024-07-23,2024-07-23,Delivered,Raw Materials,304,131.09,39851.36,EMEA,60,"Hawkins, Cohen and Cameron",Tier 2,APAC,12,12.0,0.0,False,True,0.0,2024-07
PO-2024-000196,SUP-001,2024-10-12,2024-10-15,2024-10-19,Delivered,Logistics Services,51,321.43,16392.93,North America,45,"Rodriguez, Figueroa and Sanchez",Tier 1,North America,3,7.0,4.0,True,False,131.14,2024-10
PO-2024-000197,SUP-007,2024-10-04,2024-10-23,2024-10-23,Delivered,Electronics,266,434.37,115542.42,EMEA,45,Ramirez-Lewis,Tier 2,APAC,19,19.0,0.0,False,True,0.0,2024-10
PO-2024-000198,SUP-024,2024-02-26,2024-03-20,2024-03-20,Delivered,Logistics Services,72,223.41,16085.52,APAC,30,Campos Inc,Tier 3,EMEA,23,23.0,0.0,False,True,0.0,2024-02
PO-2023-000199,SUP-025,2023-02-02,2023-02-05,2023-02-17,Delivered,Electronics,161,255.11,41072.71,EMEA,60,Conner Group,Tier 3,EMEA,3,15.0,12.0,True,False,985.75,2023-02
PO-2024-000200,SUP-013,2024-07-04,2024-07-15,2024-07-15,Delivered,Logistics Services,151,263.93,39853.43,EMEA,30,Delacruz Group,Tier 2,APAC,11,11.0,0.0,False,True,0.0,2024-07
PO-2023-000201,SUP-003,2023-01-06,2023-01-13,2023-01-13,Delivered,Raw Materials,363,320.92,116493.96,North America,30,Johnson-Davis,Tier 1,North America,7,7.0,0.0,False,True,0.0,2023-01
PO-2023-000202,SUP-007,2023-10-16,2023-10-30,2023-10-30,Delivered,Packaging,304,490.09,148987.36,EMEA,45,Ramirez-Lewis,Tier 2,APAC,14,14.0,0.0,False,True,0.0,2023-10
PO-2024-000203,SUP-007,2024-06-23,2024-06-28,2024-06-28,Delivered,MRO,468,17.1,8002.8,North America,45,Ramirez-Lewis,Tier 2,APAC,5,5.0,0.0,False,True,0.0,2024-06
PO-2024-000204,SUP-024,2024-02-28,2024-03-14,2024-03-14,Delivered,MRO,252,20.29,5113.08,North America,30,Campos Inc,Tier 3,EMEA,15,15.0,0.0,False,True,0.0,2024-02
PO-2024-000205,SUP-015,2024-06-08,2024-06-21,2024-06-21,Delivered,MRO,370,111.88,41395.6,APAC,30,"Zuniga, Wong and Lynch",Tier 2,APAC,13,13.0,0.0,False,True,0.0,2024-06
PO-2024-000206,SUP-015,2024-07-10,2024-07-25,2024-07-25,Delivered,Raw Materials,123,319.6,39310.8,North America,30,"Zuniga, Wong and Lynch",Tier 2,APAC,15,15.0,0.0,False,True,0.0,2024-07
PO-2023-000207,SUP-008,2023-03-28,2023-04-12,2023-04-12,Delivered,Electronics,230,406.82,93568.6,North America,60,Davis Inc,Tier 2,EMEA,15,15.0,0.0,False,True,0.0,2023-03
PO-2023-000208,SUP-012,2023-07-04,2023-07-18,2023-07-18,Delivered,MRO,486,88.72,43117.92,North America,30,Stanley LLC,Tier 2,EMEA,14,14.0,0.0,False,True,0.0,2023-07
PO-2023-000209,SUP-021,2023-09-24,2023-10-30,2023-10-31,Delivered,MRO,268,292.22,78314.96,EMEA,45,"Ellis, Baker and Wright",Tier 3,APAC,36,37.0,1.0,True,False,156.63,2023-09
PO-2023-000210,SUP-007,2023-08-04,2023-08-16,2023-08-16,Delivered,Packaging,322,176.3,56768.6,EMEA,45,Ramirez-Lewis,Tier 2,APAC,12,12.0,0.0,False,True,0.0,2023-08
PO-2024-000211,SUP-011,2024-06-30,2024-07-12,2024-07-12,Delivered,MRO,137,168.45,23077.65,North America,30,"Montgomery, Hensley and Ray",Tier 2,EMEA,12,12.0,0.0,False,True,0.0,2024-06
PO-2024-000212,SUP-001,2024-06-19,2024-06-25,2024-06-25,Delivered,Logistics Services,328,151.03,49537.84,APAC,45,"Rodriguez, Figueroa and Sanchez",Tier 1,North America,6,6.0,0.0,False,True,0.0,2024-06
PO-2024-000213,SUP-009,2024-01-23,2024-02-14,2024-02-14,Delivered,Electronics,463,348.3,161262.9,EMEA,45,Munoz-Roman,Tier 2,APAC,22,22.0,0.0,False,True,0.0,2024-01
PO-2024-000214,SUP-011,2024-06-09,2024-06-22,2024-06-22,Delivered,Raw Materials,228,223.28,50907.84,APAC,30,"Montgomery, Hensley and Ray",Tier 2,EMEA,13,13.0,0.0,False,True,0.0,2024-06
PO-2023-000215,SUP-020,2023-11-21,2023-12-12,2023-12-12,Delivered,Logistics Services,277,311.76,86357.52,APAC,60,Lewis-Porter,Tier 3,North America,21,21.0,0.0,False,True,0.0,2023-11
PO-2024-000216,SUP-008,2024-03-25,2024-04-15,2024-04-15,Delivered,Electronics,304,243.39,73990.56,EMEA,60,Davis Inc,Tier 2,EMEA,21,21.0,0.0,False,True,0.0,2024-03
PO-2024-000217,SUP-023,2024-11-08,2024-11-16,2024-11-30,Delivered,Electronics,80,5.28,422.4,EMEA,30,Robinson-Bright,Tier 3,APAC,8,22.0,14.0,True,False,11.83,2024-11
PO-2024-000218,SUP-007,2024-05-11,2024-05-23,2024-05-23,Delivered,Packaging,25,87.85,2196.25,EMEA,45,Ramirez-Lewis,Tier 2,APAC,12,12.0,0.0,False,True,0.0,2024-05
PO-2023-000219,SUP-021,2023-08-04,2023-08-25,2023-08-25,Delivered,Raw Materials,212,252.6,53551.2,APAC,45,"Ellis, Baker and Wright",Tier 3,APAC,21,21.0,0.0,False,True,0.0,2023-08
PO-2023-000220,SUP-024,2023-06-06,2023-06-29,2023-07-08,Delivered,Logistics Services,295,496.79,146553.05,EMEA,30,Campos Inc,Tier 3,EMEA,23,32.0,9.0,True,False,2637.95,2023-06
PO-2024-000221,SUP-015,2024-05-20,2024-06-06,2024-06-06,Delivered,Raw Materials,431,417.25,179834.75,North America,30,"Zuniga, Wong and Lynch",Tier 2,APAC,17,17.0,0.0,False,True,0.0,2024-05
PO-2023-000222,SUP-023,2023-11-11,2023-11-30,2023-12-14,Delivered,Raw Materials,28,275.91,7725.48,North America,30,Robinson-Bright,Tier 3,APAC,19,33.0,14.0,True,False,216.31,2023-11
PO-2024-000223,SUP-010,2024-03-21,2024-04-02,2024-04-02,Delivered,Raw Materials,217,67.98,14751.66,APAC,45,"Martinez, Nielsen and Miller",Tier 2,APAC,12,12.0,0.0,False,True,0.0,2024-03
PO-2023-000224,SUP-020,2023-02-09,2023-03-02,2023-03-06,Delivered,Logistics Services,488,92.62,45198.56,North America,60,Lewis-Porter,Tier 3,North America,21,25.0,4.0,True,False,361.59,2023-02
PO-2023-000225,SUP-016,2023-02-15,2023-03-03,2023-03-04,Delivered,Packaging,425,81.92,34816.0,APAC,60,"Sanchez, Ford and Nelson",Tier 2,APAC,16,17.0,1.0,True,False,69.63,2023-02
PO-2023-000226,SUP-010,2023-09-25,2023-10-14,2023-10-16,Delivered,Packaging,278,452.43,125775.54,North America,45,"Martinez, Nielsen and Miller",Tier 2,APAC,19,21.0,2.0,True,False,503.1,2023-09
PO-2023-000227,SUP-020,2023-05-22,2023-06-07,2023-06-07,Delivered,Logistics Services,480,249.56,119788.8,APAC,60,Lewis-Porter,Tier 3,North America,16,16.0,0.0,False,True,0.0,2023-05
PO-2023-000228,SUP-007,2023-09-09,2023-09-14,2023-09-14,Delivered,Logistics Services,246,14.13,3475.98,North America,45,Ramirez-Lewis,Tier 2,APAC,5,5.0,0.0,False,True,0.0,2023-09
PO-2024-000229,SUP-009,2024-03-18,2024-03-24,2024-04-04,Delivered,Logistics Services,433,303.69,131497.77,EMEA,45,Munoz-Roman,Tier 2,APAC,6,17.0,11.0,True,False,2892.95,2024-03
PO-2023-000230,SUP-005,2023-06-06,2023-06-09,2023-06-09,Delivered,MRO,78,463.21,36130.38,EMEA,60,Cole LLC,Tier 1,APAC,3,3.0,0.0,False,True,0.0,2023-06
PO-2023-000231,SUP-014,2023-08-01,2023-08-09,,Cancelled,Raw Materials,463,382.69,177185.47,APAC,60,"Flowers, Martin and Kelly",Tier 2,EMEA,8,,,False,False,0.0,2023-08
PO-2024-000232,SUP-009,2024-01-21,2024-02-06,2024-02-06,Delivered,Logistics Services,469,211.54,99212.26,EMEA,45,Munoz-Roman,Tier 2,APAC,16,16.0,0.0,False,True,0.0,2024-01
PO-2024-000233,SUP-014,2024-06-01,2024-06-09,2024-06-09,Delivered,Packaging,266,257.37,68460.42,North America,60,"Flowers, Martin and Kelly",Tier 2,EMEA,8,8.0,0.0,False,True,0.0,2024-06
PO-2023-000234,SUP-022,2023-01-17,2023-02-12,2023-02-12,Delivered,Packaging,190,471.57,89598.3,APAC,30,Burgess-Patterson,Tier 3,APAC,26,26.0,0.0,False,True,0.0,2023-01
PO-2024-000235,SUP-007,2024-04-04,2024-04-12,2024-04-12,Delivered,Logistics Services,195,463.7,90421.5,APAC,45,Ramirez-Lewis,Tier 2,APAC,8,8.0,0.0,False,True,0.0,2024-04
PO-2023-000236,SUP-002,2023-04-16,2023-04-19,2023-04-19,Delivered,Packaging,161,240.28,38685.08,North America,60,Rhodes PLC,Tier 1,EMEA,3,3.0,0.0,False,True,0.0,2023-04
PO-2023-000237,SUP-006,2023-08-23,2023-09-02,2023-09-02,Delivered,Packaging,27,476.72,12871.44,EMEA,30,Blake and Sons,Tier 2,APAC,10,10.0,0.0,False,True,0.0,2023-08
PO-2024-000238,SUP-012,2024-09-11,2024-09-21,2024-09-21,Delivered,MRO,101,28.45,2873.45,APAC,30,Stanley LLC,Tier 2,EMEA,10,10.0,0.0,False,True,0.0,2024-09
PO-2023-000239,SUP-005,2023-11-05,2023-11-13,2023-11-13,Delivered,Electronics,218,309.12,67388.16,APAC,60,Cole LLC,Tier 1,APAC,8,8.0,0.0,False,True,0.0,2023-11
PO-2023-000240,SUP-012,2023-10-17,2023-11-07,2023-11-07,Delivered,MRO,16,406.1,6497.6,North America,30,Stanley LLC,Tier 2,EMEA,21,21.0,0.0,False,True,0.0,2023-10
PO-2023-000241,SUP-021,2023-04-12,2023-05-04,2023-05-04,Delivered,Raw Materials,20,54.64,1092.8,North America,45,"Ellis, Baker and Wright",Tier 3,APAC,22,22.0,0.0,False,True,0.0,2023-04
PO-2024-000242,SUP-013,2024-02-25,2024-03-10,2024-03-10,Delivered,MRO,255,464.94,118559.7,EMEA,30,Delacruz Group,Tier 2,APAC,14,14.0,0.0,False,True,0.0,2024-02
PO-2023-000243,SUP-004,2023-11-08,2023-11-15,2023-11-15,Delivered,MRO,55,13.03,716.65,EMEA,60,"Johnson, Gonzalez and Santos",Tier 1,North America,7,7.0,0.0,False,True,0.0,2023-11
PO-2023-000244,SUP-015,2023-01-03,2023-01-25,2023-02-01,Delivered,Raw Materials,111,472.98,52500.78,North America,30,"Zuniga, Wong and Lynch",Tier 2,APAC,22,29.0,7.0,True,False,735.01,2023-01
PO-2023-000245,SUP-012,2023-03-05,2023-03-21,2023-03-21,Delivered,MRO,493,133.12,65628.16,North America,30,Stanley LLC,Tier 2,EMEA,16,16.0,0.0,False,True,0.0,2023-03
PO-2023-000246,SUP-019,2023-04-01,2023-04-04,2023-04-04,Delivered,Electronics,146,488.38,71303.48,North America,45,Clark PLC,Tier 3,EMEA,3,3.0,0.0,False,True,0.0,2023-04
PO-2023-000247,SUP-023,2023-10-10,2023-11-05,2023-11-11,Delivered,Raw Materials,258,135.42,34938.36,APAC,30,Robinson-Bright,Tier 3,APAC,26,32.0,6.0,True,False,419.26,2023-10
PO-2024-000248,SUP-025,2024-05-16,2024-05-30,2024-05-30,Delivered,Electronics,37,110.85,4101.45,EMEA,60,Conner Group,Tier 3,EMEA,14,14.0,0.0,False,True,0.0,2024-05
PO-2023-000249,SUP-006,2023-01-28,2023-02-04,2023-02-04,Delivered,Logistics Services,342,69.72,23844.24,North America,30,Blake and Sons,Tier 2,APAC,7,7.0,0.0,False,True,0.0,2023-01
PO-2023-000250,SUP-018,2023-04-16,2023-04-28,2023-04-28,Delivered,Raw Materials,358,85.61,30648.38,APAC,45,Underwood LLC,Tier 3,North America,12,12.0,0.0,False,True,0.0,2023-04
PO-2023-000251,SUP-015,2023-11-11,2023-11-24,2023-11-24,Delivered,Raw Materials,310,24.58,7619.8,EMEA,30,"Zuniga, Wong and Lynch",Tier 2,APAC,13,13.0,0.0,False,True,0.0,2023-11
PO-2024-000252,SUP-002,2024-07-31,2024-08-05,2024-08-05,Delivered,Packaging,26,195.66,5087.16,North America,60,Rhodes PLC,Tier 1,EMEA,5,5.0,0.0,False,True,0.0,2024-07
PO-2024-000253,SUP-002,2024-02-27,2024-03-02,2024-03-02,Delivered,Packaging,22,464.62,10221.64,APAC,60,Rhodes PLC,Tier 1,EMEA,4,4.0,0.0,False,True,0.0,2024-02
PO-2023-000254,SUP-005,2023-01-24,2023-01-31,2023-01-31,Delivered,Logistics Services,389,220.0,85580.0,North America,60,Cole LLC,Tier 1,APAC,7,7.0,0.0,False,True,0.0,2023-01
